Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
3704,EPR,Real Estate,REIT—Specialty,NYSE,91.32,46,33,32,31
3705,MDRR,Real Estate,REIT—Diversified,NASDAQ,91.32,46,63,47,45
3706,NKG,Financial Services,Asset Management,NYSE,91.31,46,45,42,43
3707,MFD,Financial Services,Asset Management,NYSE,91.31,46,39,40,45
3708,NRUC,n/a,n/a,NYSE,91.3,46,56,48,57
3709,HGLB,Financial,Asset Management,NYSE,91.3,46,56,66,57
3710,PHD,Financial Services,Asset Management,NYSE,91.3,46,53,39,50
3711,TNYA,Healthcare,Biotechnology,NASDAQ,91.3,46,29,7,2
3712,CE,Basic Materials,Chemicals,NYSE,91.29,46,42,72,24
3713,SDHY,n/a,n/a,NYSE,91.29,46,47,55,49
3714,JOUT,Consumer Cyclical,Leisure,NASDAQ,91.29,46,40,77,20
3715,SRC,Real Estate,REIT—Diversified,NYSE,91.29,46,52,64,40
3716,VGI,Financial Services,Asset Management,NYSE,91.28,46,47,40,37
3717,UNMA,n/a,n/a,NYSE,91.27,46,43,49,63
3718,HAL,Energy,Oil & Gas Equipment & Services,NYSE,91.26,46,57,94,74
3719,ELTK,Technology,Electronic Components,NASDAQ,91.25,46,81,83,53
3720,MQY,Financial Services,Asset Management,NYSE,91.25,46,49,42,41
3721,FAX,Financial Services,Asset Management,NYSE MKT,91.24,46,52,45,35
3722,CXE,Financial Services,Asset Management,NYSE,91.23,46,44,39,38
3723,EOD,Financial Services,Asset Management,NYSE,91.22,46,45,45,51
3724,CTLT,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,91.21,46,60,8,27
3725,CPHC,Consumer Cyclical,Gambling,NASDAQ,91.2,46,87,90,94
3726,HOLI,Industrials,Electrical Equipment & Parts,NASDAQ,91.2,46,80,87,84
3727,CQP,Energy,Oil & Gas Midstream,NYSE MKT,91.18,46,43,84,95
3728,SHW,Basic Materials,Specialty Chemicals,NYSE,91.17,46,36,54,38
3729,MSD,Financial Services,Asset Management,NYSE,91.17,46,51,52,40
3730,NEOG,Healthcare,Diagnostics & Research,NASDAQ,91.17,46,50,39,7
3731,PAYC,Technology,Software—Application,NYSE,91.16,46,35,39,60
3732,MVT,Financial Services,Asset Management,NYSE,91.15,46,47,37,38
3733,TPTA,n/a,n/a,NYSE,91.15,46,49,45,37
3734,PSTG,Technology,Computer Hardware,NYSE,91.13,46,25,41,81
3735,SAT,n/a,n/a,NYSE,91.13,46,59,41,69
3736,BIOX,Basic Materials,Agricultural Inputs,NASDAQ,91.13,46,32,66,88
3737,GENE,Healthcare,Diagnostics & Research,NASDAQ,91.11,46,38,15,22
3738,KKRS,n/a,n/a,NYSE,91.1,46,46,34,44
3739,PPBT,Healthcare,Biotechnology,NASDAQ,91.1,46,58,11,20
3740,THW,Financial Services,Asset Management,NYSE,91.09,46,48,71,47
3741,LANDO,Real Estate,REIT—Industrial,NASDAQ,91.09,46,31,33,65
3742,GIM,Financial Services,Asset Management,NYSE,91.09,46,51,47,53
3743,CFLT,Technology,Software—Infrastructure,NASDAQ,91.08,46,46,13,21
3744,STKL,Consumer Defensive,Packaged Foods,NASDAQ,91.08,46,79,82,97
3745,MVF,Financial Services,Asset Management,NYSE,91.08,46,49,41,43
3746,MPA,Financial Services,Asset Management,NYSE,91.08,46,50,32,38
3747,MSEX,Utilities,Utilities—Regulated Water,NASDAQ,91.08,46,27,31,56
3748,LBTYB,Communication Services,Telecom Services,NASDAQ,91.07,46,64,76,24
3749,EVV,Financial Services,Asset Management,NYSE MKT,91.05,46,48,44,41
3750,TLF,Consumer Cyclical,Specialty Retail,NASDAQ,91.04,46,41,67,35
3751,GEHI,Consumer Defensive,Education & Training Services,NYSE,91.04,46,44,16,23
3752,BRP,Financial Services,Insurance Brokers,NASDAQ,91.03,46,36,80,77
3753,SNPO,Technology,Electronics & Computer Distribution,NASDAQ,91.02,46,55,15,38
3754,WTRG,Utilities,Utilities—Regulated Water,NYSE,91.01,46,41,75,52
3755,TSEM,Technology,Semiconductors,NASDAQ,90.99,46,39,48,89
3756,NBH,Financial Services,Asset Management,NYSE MKT,90.99,46,41,42,38
3757,VIV,Communication Services,Telecom Services,NYSE,90.99,46,40,29,48
3758,CM,Financial Services,Banks—Diversified,NYSE,90.99,46,36,33,42
3759,KAR,Consumer Cyclical,Auto & Truck Dealerships,NYSE,90.96,46,37,30,47
3760,SFIX,Consumer Cyclical,Apparel Retail,NASDAQ,90.95,46,51,17,4
3761,TRS,Consumer Cyclical,Packaging & Containers,NASDAQ,90.91,45,64,65,57
3762,CRC,Energy,Oil & Gas E&P,NYSE,90.91,45,45,70,67
3763,PBR,Energy,Oil & Gas Integrated,NYSE,90.9,45,33,22,94
3764,FCNCO,Financial Services,Banks—Regional,NASDAQ,90.9,45,30,33,49
3765,CD,Technology,Information Technology Services,NASDAQ,90.9,45,51,87,92
3766,BCV,Financial Services,Asset Management,NYSE MKT,90.89,45,49,37,41
3767,IHD,Financial Services,Asset Management,NYSE,90.89,45,47,45,35
3768,ATRC,Healthcare,Medical Instruments & Supplies,NASDAQ,90.88,45,29,37,22
3769,FMY,Financial Services,Asset Management,NYSE,90.88,45,54,49,54
3770,MIN,Financial Services,Asset Management,NYSE,90.88,45,52,43,56
3771,NWFL,Financial Services,Banks—Regional,NASDAQ,90.87,45,67,92,89
3772,PHK,Financial Services,Asset Management,NYSE,90.87,45,47,40,47
3773,SWKH,Financial Services,Asset Management,NASDAQ,90.86,45,54,72,69
3774,UDR,Real Estate,REIT—Residential,NYSE,90.85,45,41,28,35
3775,CNXN,Technology,Electronics & Computer Distribution,NASDAQ,90.84,45,34,73,87
3776,FN,Technology,Electronic Components,NYSE,90.84,45,84,94,87
3777,ZD,Communication Services,Advertising Agencies,NASDAQ,90.84,45,38,63,36
3778,DVA,Healthcare,Medical Care Facilities,NYSE,90.82,45,34,21,57
3779,HWCPZ,n/a,n/a,NASDAQ,90.82,45,60,41,60
3780,LIVE,Consumer Cyclical,Home Improvement Retail,NASDAQ,90.82,45,90,94,37
3781,AMBA,Technology,Semiconductor Equipment & Materials,NASDAQ,90.81,45,60,85,13
3782,JELD,Industrials,Building Products & Equipment,NYSE,90.8,45,51,27,8
3783,REYN,Consumer Cyclical,Packaging & Containers,NASDAQ,90.8,45,43,68,71
3784,CIB,Financial Services,Banks—Regional,NYSE,90.79,45,28,68,42
3785,SAM,Consumer Defensive,Beverages—Brewers,NYSE,90.78,45,40,35,62
3786,SCCD,n/a,n/a,NYSE MKT,90.78,45,44,33,45
3787,PETQ,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,90.77,45,29,36,5
3788,NOV,Energy,Oil & Gas Equipment & Services,NYSE,90.77,45,61,93,92
3789,SCHL,Communication Services,Publishing,NASDAQ,90.76,45,82,84,54
3790,PMF,Financial Services,Asset Management,NYSE,90.76,45,33,30,51
3791,MGPI,Consumer Defensive,Beverages—Wineries & Distilleries,NASDAQ,90.75,45,50,75,93
3792,ZLAB,Healthcare,Biotechnology,NASDAQ,90.75,45,49,77,16
3793,KARO,Technology,Software—Application,NASDAQ,90.75,45,62,38,47
3794,EP,Energy,Oil & Gas E&P,NYSE MKT,90.73,45,42,34,97
3795,NAD,Financial Services,Asset Management,NYSE,90.73,45,46,40,43
3796,ZIONO,Financial Services,Banks—Regional,NASDAQ,90.71,45,44,53,70
3797,EAD,Financial Services,Asset Management,NYSE MKT,90.71,45,41,46,42
3798,DUK,Utilities,Utilities—Regulated Electric,NYSE,90.69,45,42,71,52
3799,REVG,Industrials,Farm & Heavy Construction Machinery,NYSE,90.67,45,53,78,70
3800,RFM,n/a,n/a,NYSE,90.63,45,43,35,45
3801,TYG,Financial Services,Asset Management,NYSE,90.63,45,35,78,83
3802,THQ,Financial Services,Asset Management,NYSE,90.63,45,40,42,50
3803,DY,Industrials,Engineering & Construction,NYSE,90.63,45,64,54,94
3804,GPS,Consumer Cyclical,Apparel Retail,NYSE,90.62,45,37,83,35
3805,CARG,Communication Services,Internet Content & Information,NASDAQ,90.61,45,50,20,10
3806,VCYT,Healthcare,Biotechnology,NASDAQ,90.6,45,69,87,18
3807,KNTK,Energy,Oil & Gas Midstream,NYSE,90.6,45,44,34,65
3808,RRBI,Financial Services,Banks—Regional,NASDAQ,90.6,45,46,35,87
3809,CANG,Consumer Cyclical,Auto & Truck Dealerships,NYSE,90.59,45,67,88,97
3810,TS,Energy,Oil & Gas Equipment & Services,NYSE,90.59,45,68,92,91
3811,SIMO,Technology,Semiconductors,NASDAQ,90.59,45,32,32,29
3812,EOS,Financial Services,Asset Management,NYSE,90.58,45,38,34,39
3813,CEVA,Technology,Semiconductors,NASDAQ,90.56,45,57,39,24
3814,KMX,Consumer Cyclical,Auto & Truck Dealerships,NYSE,90.56,45,21,24,18
3815,GNFT,Healthcare,Biotechnology,NASDAQ,90.56,45,87,45,62
3816,INCY,Healthcare,Biotechnology,NASDAQ,90.56,45,57,75,63
3817,COF,Financial Services,Credit Services,NYSE,90.56,45,39,29,30
3818,GDO,Financial Services,Asset Management,NYSE,90.55,45,49,54,33
3819,RTLPO,Real Estate,REIT—Diversified,NASDAQ,90.54,45,50,33,44
3820,PFN,Financial Services,Asset Management,NYSE,90.54,45,50,45,42
3821,NSL,Financial Services,Asset Management,NYSE,90.54,45,45,39,51
3822,O,Real Estate,REIT—Retail,NYSE,90.54,45,55,58,45
3823,VTRU,Consumer Defensive,Education & Training Services,NASDAQ,90.53,45,93,95,95
3824,HIX,Financial Services,Asset Management,NYSE,90.53,45,55,74,30
3825,MAS,Industrials,Building Products & Equipment,NYSE,90.52,45,57,46,49
3826,CLM,Financial Services,Asset Management,NYSE MKT,90.52,45,35,28,37
3827,RILYO,n/a,n/a,NASDAQ,90.52,45,47,47,70
3828,JMM,Financial Services,Asset Management,NYSE,90.51,45,53,49,49
3829,ES,Utilities,Utilities—Regulated Electric,NYSE,90.5,45,36,68,53
3830,HIO,Financial Services,Asset Management,NYSE,90.5,45,53,52,46
3831,CGNX,Technology,Scientific & Technical Instruments,NASDAQ,90.49,44,54,55,29
3832,NTIC,Basic Materials,Specialty Chemicals,NASDAQ,90.49,44,64,71,89
3833,EVN,Financial Services,Asset Management,NYSE,90.48,44,47,41,42
3834,ETX,Financial Services,Asset Management,NYSE,90.48,44,46,33,68
3835,RPT,Real Estate,REIT—Retail,NYSE,90.47,44,36,47,28
3836,TEAF,Financial Services,Asset Management,NYSE,90.47,44,43,45,52
3837,HYW,Financial Services,Asset Management,NASDAQ,90.46,44,49,58,55
3838,SMP,Consumer Cyclical,Auto Parts,NYSE,90.45,44,43,32,36
3839,SELF,Real Estate,REIT—Industrial,NASDAQ,90.45,44,50,30,67
3840,SUI,Real Estate,REIT—Residential,NYSE,90.45,44,42,45,28
3841,DCPH,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,90.45,44,93,98,97
3842,RGC,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,90.44,44,25,52,90
3843,MFIC,Financial Services,Asset Management,NASDAQ,90.43,44,35,72,53
3844,AGO,Financial Services,Insurance—Specialty,NYSE,90.41,44,34,80,71
3845,JEQ,Financial Services,Asset Management,NYSE,90.39,44,50,37,34
3846,XTNT,Healthcare,Medical Devices,NYSE MKT,90.39,44,88,37,96
3847,WWD,Industrials,Aerospace & Defense,NASDAQ,90.38,44,50,77,42
3848,PMX,Financial Services,Asset Management,NYSE,90.37,44,29,30,37
3849,RGT,Financial Services,Asset Management,NYSE,90.37,44,47,47,34
3850,ARR,Real Estate,REIT—Mortgage,NYSE,90.35,44,29,65,22
3851,EMR,Industrials,Specialty Industrial Machinery,NYSE,90.34,44,43,82,58
3852,USIO,Technology,Information Technology Services,NASDAQ,90.34,44,22,24,19
3853,NMM,Industrials,Marine Shipping,NYSE,90.33,44,37,53,72
3854,WDC,Technology,Computer Hardware,NASDAQ,90.33,44,32,27,22
3855,ECPG,Financial Services,Mortgage Finance,NASDAQ,90.33,44,38,39,34
3856,NEE,Utilities,Utilities—Regulated Electric,NYSE,90.33,44,39,75,63
3857,RPM,Basic Materials,Specialty Chemicals,NYSE,90.32,44,47,47,89
3858,ISSC,Industrials,Aerospace & Defense,NASDAQ,90.32,44,51,81,96
3859,FITBP,Financial Services,Banks—Regional,NASDAQ,90.32,44,41,50,60
3860,ERC,Financial Services,Asset Management,NYSE MKT,90.31,44,45,71,39
3861,IGD,Financial Services,Asset Management,NYSE,90.3,44,47,47,57
3862,WAT,Healthcare,Diagnostics & Research,NYSE,90.29,44,51,78,52
3863,BHFAL,n/a,n/a,NASDAQ,90.27,44,47,67,58
3864,FSD,Financial Services,Asset Management,NYSE,90.27,44,45,47,43
3865,NAK,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,90.26,44,19,41,28
3866,ELSE,Technology,Scientific & Technical Instruments,NASDAQ,90.26,44,43,28,45
3867,DJP,Exchange Traded Fund,USA,NYSE ARCA,90.25,44,37,44,74
3868,WY,Real Estate,REIT—Specialty,NYSE,90.25,44,38,37,43
3869,IGA,Financial Services,Asset Management,NYSE,90.24,44,50,50,56
3870,HII,Industrials,Aerospace & Defense,NYSE,90.24,44,50,72,91
3871,NAC,Financial Services,Asset Management,NYSE,90.24,44,45,36,44
3872,GT,Consumer Cyclical,Auto Parts,NASDAQ,90.24,44,35,32,35
3873,EVT,Financial Services,Asset Management,NYSE,90.24,44,38,41,46
3874,DOC,Real Estate,REIT—Healthcare Facilities,NYSE,90.23,44,43,39,44
3875,NMT,Financial Services,Asset Management,NYSE,90.23,44,47,35,41
3876,MQT,Financial Services,Asset Management,NYSE,90.22,44,42,37,44
3877,NHC,Healthcare,Medical Care Facilities,NYSE MKT,90.22,44,30,27,57
3878,FSK,Financial Services,Asset Management,NYSE,90.21,44,36,37,47
3879,MAG,Basic Materials,Silver,NYSE MKT,90.21,44,22,86,58
3880,ACHC,Healthcare,Medical Care Facilities,NASDAQ,90.21,44,42,83,96
3881,TROW,Financial Services,Asset Management,NASDAQ,90.21,44,36,45,28
3882,MOH,Healthcare,Healthcare Plans,NYSE,90.2,44,28,34,94
3883,GNL,Real Estate,REIT—Diversified,NYSE,90.2,44,50,73,29
3884,BX,Financial Services,Asset Management,NYSE,90.2,44,44,29,44
3885,ITIC,Financial Services,Insurance—Specialty,NASDAQ,90.2,44,44,57,38
3886,TITN,Industrials,Industrial Distribution,NASDAQ,90.2,44,93,96,93
3887,BRMK,Real Estate,REIT—Mortgage,NYSE,90.19,44,44,12,27
3888,PMD,Healthcare,Diagnostics & Research,NASDAQ,90.19,44,64,22,67
3889,WMB,Energy,Oil & Gas Midstream,NYSE,90.19,44,37,71,66
3890,HNNAZ,n/a,n/a,NASDAQ,90.18,44,50,43,65
3891,MRNA,Healthcare,Biotechnology,NASDAQ,90.18,44,61,85,33
3892,GAIA,Communication Services,Entertainment,NASDAQ,90.16,44,40,38,8
3893,ALPN,Healthcare,Biotechnology,NASDAQ,90.16,44,72,77,35
3894,BKN,Financial Services,Asset Management,NYSE,90.16,44,36,34,44
3895,SSTI,Technology,Software—Application,NASDAQ,90.16,44,88,83,86
3896,DNOW,Energy,Oil & Gas Equipment & Services,NYSE,90.15,44,59,92,90
3897,UI,Technology,Communication Equipment,NYSE,90.12,44,54,48,89
3898,AVB,Real Estate,REIT—Residential,NYSE,90.1,44,39,26,43
3899,DBX,Technology,Software—Infrastructure,NASDAQ,90.09,44,35,69,52
3900,NYMTZ,Real Estate,REIT—Mortgage,NASDAQ,90.08,43,38,35,29
3901,TREX,Industrials,Building Products & Equipment,NYSE,90.08,43,47,23,21
3902,AMCR,Consumer Cyclical,Packaging & Containers,NYSE,90.08,43,44,73,63
3903,HOMB,Financial Services,Banks—Regional,NYSE,90.06,43,51,50,89
3904,VFL,Financial Services,Asset Management,NYSE MKT,90.06,43,35,34,58
3905,CNS,Financial Services,Asset Management,NYSE,90.06,43,46,73,32
3906,CGO,Financial Services,Asset Management,NASDAQ,90.05,43,42,28,32
3907,JGH,Financial Services,Asset Management,NYSE,90.04,43,46,49,40
3908,NMFC,Financial Services,Asset Management,NASDAQ,90.04,43,42,60,62
3909,UTF,Financial Services,Asset Management,NYSE,90.04,43,39,68,41
3910,ITRN,Technology,Communication Equipment,NASDAQ,90.03,43,60,37,57
3911,PKOH,Industrials,Specialty Industrial Machinery,NASDAQ,90.03,43,29,69,23
3912,HYB,Financial Services,Asset Management,NYSE,90.03,43,41,46,39
3913,JJM,n/a,n/a,NYSE ARCA,90.03,43,46,75,58
3914,DVAX,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,90.02,43,39,41,47
3915,CIIG,Financial Services,Shell Companies,NASDAQ,90.01,43,71,64,78
3916,IAE,Financial Services,Asset Management,NYSE,89.99,43,46,52,37
3917,SCCG,n/a,n/a,NYSE MKT,89.99,43,43,32,57
3918,KRKR,Communication Services,Internet Content & Information,NASDAQ,89.99,43,82,84,46
3919,JSD,Financial Services,Asset Management,NYSE,89.98,43,51,41,54
3920,KMDA,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,89.97,43,33,48,50
3921,PSEC,Financial Services,Asset Management,NASDAQ,89.97,43,40,48,49
3922,FBRT,Real Estate,REIT—Mortgage,NYSE,89.96,43,43,66,47
3923,WHF,Financial Services,Asset Management,NASDAQ,89.96,43,48,58,43
3924,ONBPP,Financial Services,Banks—Regional,NASDAQ,89.96,43,52,48,64
3925,HSII,Industrials,Staffing & Employment Services,NASDAQ,89.96,43,68,29,36
3926,GME,Consumer Cyclical,Specialty Retail,NYSE,89.95,43,14,14,27
3927,ZCMD,Healthcare,Health Information Services,NASDAQ,89.95,43,45,28,41
3928,HQY,Healthcare,Health Information Services,NASDAQ,89.94,43,34,35,95
3929,LTC,Real Estate,REIT—Healthcare Facilities,NYSE,89.93,43,36,55,86
3930,BROS,Consumer Cyclical,Restaurants,NYSE,89.93,43,32,30,29
3931,EFSC,Financial Services,Banks—Regional,NASDAQ,89.92,43,59,77,88
3932,AGR,Utilities,Utilities—Regulated Electric,NYSE,89.92,43,38,65,53
3933,CNA,Financial Services,Insurance—Property & Casualty,NYSE,89.91,43,52,67,60
3934,STAA,Healthcare,Medical Instruments & Supplies,NASDAQ,89.9,43,38,43,63
3935,BRO,Financial Services,Insurance Brokers,NYSE,89.89,43,45,40,68
3936,NTST,Real Estate,REIT—Retail,NYSE,89.88,43,50,44,38
3937,BMO,Financial Services,Banks—Diversified,NYSE,89.88,43,41,56,52
3938,THCH,Consumer Cyclical,Restaurants,NASDAQ,89.87,43,12,6,6
3939,GRX,Financial Services,Asset Management,NYSE,89.86,43,43,34,39
3940,POWWP,Industrials,Aerospace & Defense,NASDAQ,89.84,43,51,44,64
3941,FCT,Financial Services,Asset Management,NYSE,89.82,43,42,36,51
3942,TLYS,Consumer Cyclical,Apparel Retail,NYSE,89.82,43,40,63,42
3943,DSL,Financial Services,Asset Management,NYSE,89.82,43,42,51,39
3944,IP,Consumer Cyclical,Packaging & Containers,NYSE,89.81,43,37,42,28
3945,DTF,Financial Services,Asset Management,NYSE,89.81,43,49,33,56
3946,JNJ,Healthcare,Drug Manufacturers—General,NYSE,89.79,43,40,55,71
3947,MDXG,Healthcare,Biotechnology,NASDAQ,89.77,43,86,43,26
3948,BKH,Utilities,Utilities—Diversified,NYSE,89.76,43,32,76,62
3949,RDI,Communication Services,Entertainment,NASDAQ,89.76,43,67,29,37
3950,FBRX,Healthcare,Biotechnology,NASDAQ,89.75,43,35,22,26
3951,PNF,Financial Services,Asset Management,NYSE,89.75,43,44,70,38
3952,AYI,Industrials,Electrical Equipment & Parts,NYSE,89.75,43,80,46,61
3953,EVG,Financial Services,Asset Management,NYSE,89.74,43,46,43,54
3954,ALK,Industrials,Airlines,NYSE,89.74,43,56,72,45
3955,DGZ,Exchange Traded Fund,USA,NYSE ARCA,89.72,43,65,44,92
3956,VNCE,Consumer Cyclical,Apparel Manufacturing,NYSE,89.7,43,53,40,65
3957,ETJ,Financial Services,Asset Management,NYSE,89.7,43,36,26,47
3958,FTF,Financial Services,Asset Management,NYSE MKT,89.7,43,43,38,41
3959,PWOD,Financial Services,Banks—Regional,NASDAQ,89.66,43,56,85,86
3960,PLAB,Technology,Semiconductor Equipment & Materials,NASDAQ,89.66,43,41,76,52
3961,VBNK,Financial Services,Banks—Regional,NASDAQ,89.65,43,40,31,34
3962,BSBR,Financial Services,Banks—Regional,NYSE,89.65,43,41,69,74
3963,RVMD,Healthcare,Biotechnology,NASDAQ,89.63,43,81,94,37
3964,EGF,Financial Services,Asset Management,NYSE,89.62,43,50,45,53
3965,BE,Industrials,Electrical Equipment & Parts,NYSE,89.62,43,53,92,54
3966,GRAB,Technology,Software—Application,NASDAQ,89.62,43,51,87,21
3967,TRN,Industrials,Railroads,NYSE,89.61,43,30,78,48
3968,PNT,Healthcare,Biotechnology,NASDAQ,89.6,43,88,56,89
3969,EVEX,Industrials,Aerospace & Defense,NYSE,89.59,42,16,44,88
3970,BXC,Industrials,Building Products & Equipment,NYSE,89.59,42,82,80,68
3971,RVT,Financial Services,Asset Management,NYSE,89.57,42,36,46,37
3972,BAP,Financial Services,Banks—Regional,NYSE,89.56,42,41,80,70
3973,EHI,Financial Services,Asset Management,NYSE,89.56,42,63,45,37
3974,JQC,Financial Services,Asset Management,NYSE,89.55,42,48,45,50
3975,LEDS,Technology,Semiconductors,NASDAQ,89.55,42,28,14,23
3976,CTM,Technology,Information Technology Services,NYSE MKT,89.55,42,42,30,91
3977,LAD,Consumer Cyclical,Auto & Truck Dealerships,NYSE,89.54,42,47,33,25
3978,CG,Financial Services,Asset Management,NASDAQ,89.54,42,45,52,22
3979,DPZ,Consumer Cyclical,Restaurants,NYSE,89.53,42,28,29,34
3980,AEG,Financial Services,Insurance—Diversified,NYSE,89.52,42,61,89,53
3981,YETI,Consumer Cyclical,Leisure,NYSE,89.51,42,30,71,13
3982,RFMZ,n/a,n/a,NYSE,89.5,42,45,38,40
3983,ORC,Real Estate,REIT—Mortgage,NYSE,89.49,42,23,34,15
3984,JCTCF,Basic Materials,Lumber & Wood Production,NASDAQ,89.48,42,57,38,22
3985,MDB,Technology,Software—Infrastructure,NASDAQ,89.48,42,32,17,11
3986,PENN,Consumer Cyclical,Resorts & Casinos,NASDAQ,89.47,42,24,41,27
3987,CHKEL,n/a,n/a,NASDAQ,89.46,42,26,87,99
3988,AXNX,Healthcare,Medical Devices,NASDAQ,89.46,42,33,55,94
3989,NIE,Financial Services,Asset Management,NYSE,89.46,42,31,27,45
3990,CRWS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,89.46,42,50,29,55
3991,CTSH,Technology,Information Technology Services,NASDAQ,89.43,42,36,37,38
3992,APP,Technology,Software—Application,NASDAQ,89.43,42,16,3,5
3993,TSBK,Financial Services,Banks—Regional,NASDAQ,89.43,42,59,89,90
3994,CI,Healthcare,Healthcare Plans,NYSE,89.43,42,59,83,94
3995,NCZ,Financial Services,Asset Management,NYSE,89.41,42,29,42,27
3996,SLVO,Exchange Traded Fund,USA,NASDAQ,89.41,42,37,67,48
3997,GIC,Industrials,Industrial Distribution,NYSE,89.41,42,39,22,44
3998,HTD,Financial Services,Asset Management,NYSE,89.41,42,41,72,51
3999,PPT,Financial Services,Asset Management,NYSE,89.4,42,53,50,55
4000,IQV,Healthcare,Diagnostics & Research,NYSE,89.4,42,49,70,37
4001,NMCO,Closed-End Fund - Debt,USA,NYSE,89.4,42,37,39,43
4002,VLCN,Consumer Cyclical,Auto Manufacturers,NASDAQ,89.39,42,57,18,32
4003,CPLP,Industrials,Marine Shipping,NASDAQ,89.39,42,40,47,77
4004,FA,Industrials,Specialty Business Services,NASDAQ,89.38,42,43,32,44
4005,TEI,Financial Services,Asset Management,NYSE,89.38,42,64,70,30
4006,KW,Real Estate,Real Estate Services,NYSE,89.37,42,48,30,30
4007,VVR,Financial Services,Asset Management,NYSE,89.36,42,58,46,60
4008,JKS,Technology,Solar,NYSE,89.36,42,52,83,48
4009,RYN,Real Estate,REIT—Specialty,NYSE,89.35,42,38,42,51
4010,GETY,Communication Services,Internet Content & Information,NYSE,89.35,42,16,13,17
4011,KELYA,Industrials,Staffing & Employment Services,NASDAQ,89.33,42,47,52,31
4012,NVG,Financial Services,Asset Management,NYSE,89.32,42,38,35,37
4013,TGI,Industrials,Aerospace & Defense,NYSE,89.3,42,24,23,11
4014,PMO,Financial Services,Asset Management,NYSE,89.29,42,83,66,44
4015,MAIA,Healthcare,Biotechnology,NYSE MKT,89.29,42,58,59,31
4016,WHLM,Industrials,Specialty Business Services,NASDAQ,89.28,42,53,58,48
4017,AMPGW,n/a,n/a,NASDAQ,89.28,42,35,9,15
4018,FTHY,Financial,Closed-End Fund - Debt,NYSE,89.28,42,40,36,41
4019,DTE,Utilities,Utilities—Regulated Electric,NYSE,89.27,42,34,55,56
4020,SCS,Industrials,Business Equipment & Supplies,NYSE,89.25,42,25,27,17
4021,FONR,Healthcare,Medical Devices,NASDAQ,89.25,42,66,83,82
4022,RA,Financial Services,Asset Management,NYSE,89.23,42,42,35,54
4023,IRWD,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,89.23,42,43,70,52
4024,BRID,Consumer Defensive,Packaged Foods,NASDAQ,89.23,42,87,58,82
4025,FFIV,Technology,Software—Infrastructure,NASDAQ,89.22,42,33,28,39
4026,UA,Consumer Cyclical,Apparel Manufacturing,NYSE,89.21,42,24,82,15
4027,M,Consumer Cyclical,Department Stores,NYSE,89.21,42,35,80,42
4028,BRT,Real Estate,REIT—Residential,NYSE,89.21,42,53,41,69
4029,XAIR,Healthcare,Medical Devices,NASDAQ,89.2,42,64,33,30
4030,PXD,Energy,Oil & Gas E&P,NYSE,89.2,42,30,64,93
4031,GPN,Industrials,Specialty Business Services,NYSE,89.19,42,32,29,47
4032,HTBI,Financial Services,Banks—Regional,NASDAQ,89.19,42,55,42,44
4033,VIR,Healthcare,Biotechnology,NASDAQ,89.19,42,55,70,28
4034,RBCAA,Financial Services,Banks—Regional,NASDAQ,89.18,42,49,42,48
4035,NVNO,Healthcare,Medical Devices,NASDAQ,89.18,42,51,26,87
4036,JRO,Financial Services,Asset Management,NYSE,89.17,42,42,40,50
4037,HOVNP,Consumer Cyclical,Homebuilding & Construction,NASDAQ,89.17,42,43,48,84
4038,IONS,Healthcare,Biotechnology,NASDAQ,89.17,42,42,45,97
4039,MUJ,Financial Services,Asset Management,NYSE,89.16,41,37,35,44
4040,SCCE,n/a,n/a,NYSE MKT,89.16,41,45,40,47
4041,ATHM,Communication Services,Internet Content & Information,NYSE,89.15,41,57,82,52
4042,ADP,Industrials,Staffing & Employment Services,NASDAQ,89.13,41,48,75,89
4043,BTI,Consumer Defensive,Tobacco,NYSE,89.12,41,48,55,68
4044,RTL,Real Estate,REIT—Diversified,NASDAQ,89.12,41,39,31,33
4045,ZIONL,n/a,n/a,NASDAQ,89.09,41,32,46,68
4046,RTLPP,Real Estate,REIT—Diversified,NASDAQ,89.09,41,50,39,44
4047,TPB,Consumer Defensive,Tobacco,NYSE,89.08,41,32,21,18
4048,NHI,Real Estate,REIT—Healthcare Facilities,NYSE,89.07,41,36,47,63
4049,PML,Financial Services,Asset Management,NYSE,89.07,41,34,26,40
4050,MGA,Consumer Cyclical,Auto Parts,NYSE,89.07,41,37,79,31
4051,PMN,Healthcare,Biotechnology,NASDAQ,89.07,41,44,21,68
4052,MREO,Healthcare,Biotechnology,NASDAQ,89.05,41,62,19,29
4053,AB,Financial Services,Asset Management,NYSE,89.05,41,43,58,38
4054,NEXT,Energy,Oil & Gas E&P,NASDAQ,89.05,41,86,86,98
