Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
6181,OMI,Healthcare,Medical Distribution,NYSE,56.35,11,7,22,9
6182,AVIR,Healthcare,Biotechnology,NASDAQ,56.32,11,11,19,21
6183,ANGO,Healthcare,Medical Instruments & Supplies,NASDAQ,56.23,11,17,17,22
6184,SNTG,Financial Services,Credit Services,NASDAQ,56.17,11,10,21,17
6185,BIG,Consumer Defensive,Discount Stores,NYSE,56.16,11,14,24,15
6186,BCAN,Technology,Software—Infrastructure,NASDAQ,56.12,11,10,36,10
6187,CTRM,Industrials,Marine Shipping,NASDAQ,56.08,11,8,31,24
6188,SNDL,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,56.07,11,7,16,11
6189,XELB,Consumer Cyclical,Apparel Manufacturing,NASDAQ,56.06,11,22,16,31
6190,LEV,Industrials,Farm & Heavy Construction Machinery,NYSE,56.06,11,9,8,5
6191,VSTM,Healthcare,Biotechnology,NASDAQ,56.04,11,11,20,1
6192,NRGD,Exchange Traded Fund,USA,NYSE ARCA,56.0,11,21,5,4
6193,QH,Technology,Software—Application,NASDAQ,55.98,11,4,5,0
6194,GMGI,Communication Services,Electronic Gaming & Multimedia,NASDAQ,55.93,11,85,50,12
6195,CLVR,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,55.89,11,8,5,2
6196,SASI,Technology,Information Technology Services,NASDAQ,55.81,11,12,5,8
6197,ATXI,Healthcare,Biotechnology,NASDAQ,55.8,11,5,1,11
6198,AEZS,Healthcare,Biotechnology,NASDAQ,55.77,11,9,15,14
6199,IXHL,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,55.76,10,6,11,28
6200,AUDC,Technology,Communication Equipment,NASDAQ,55.75,10,15,23,29
6201,CGEN,Healthcare,Biotechnology,NASDAQ,55.73,10,9,20,2
6202,CLFD,Technology,Communication Equipment,NASDAQ,55.72,10,12,71,98
6203,PGEN,Healthcare,Biotechnology,NASDAQ,55.68,10,12,30,45
6204,KAVL,Consumer Defensive,Tobacco,NASDAQ,55.65,10,11,23,96
6205,BNKU,Exchange Traded Fund,USA,NYSE ARCA,55.56,10,10,74,18
6206,ITRM,Healthcare,Biotechnology,NASDAQ,55.38,10,8,4,4
6207,IRNT,Technology,Software—Infrastructure,NYSE,55.32,10,7,1,0
6208,LUMO,Healthcare,Biotechnology,NASDAQ,55.31,10,11,5,93
6209,LTCH,Technology,Software—Application,NASDAQ,55.22,10,9,13,5
6210,BRFS,Consumer Defensive,Packaged Foods,NYSE,55.19,10,11,8,41
6211,HMST,Financial Services,Banks—Regional,NASDAQ,55.18,10,10,18,30
6212,HBI,Consumer Cyclical,Apparel Manufacturing,NYSE,55.17,10,10,19,16
6213,IPA,Healthcare,Biotechnology,NASDAQ,55.15,10,27,66,65
6214,HOOK,Healthcare,Biotechnology,NASDAQ,55.06,10,16,12,18
6215,PSNYW,Consumer Cyclical,Auto Manufacturers,NASDAQ,55.0,10,8,21,4
6216,ADSE,Industrials,Electrical Equipment & Parts,NASDAQ,54.98,10,7,6,27
6217,SOLO,Consumer Cyclical,Auto Manufacturers,NASDAQ,54.95,10,7,18,17
6218,TWKS,Technology,Information Technology Services,NASDAQ,54.95,10,10,21,12
6219,KULR,Technology,Electronic Components,NYSE MKT,54.94,10,13,25,17
6220,MHUA,Healthcare,Medical Instruments & Supplies,NASDAQ,54.89,10,99,91,49
6221,OCFT,Technology,Software—Application,NYSE,54.88,10,12,12,5
6222,PBTS,Technology,Software—Application,NASDAQ,54.86,10,5,4,3
6223,VLN,Technology,Semiconductors,NYSE,54.81,10,23,81,36
6224,MQ,Technology,Software—Infrastructure,NASDAQ,54.81,10,8,19,18
6225,WORX,Healthcare,Health Information Services,NASDAQ,54.72,10,13,9,19
6226,SLG,Real Estate,REIT—Office,NYSE,54.7,10,12,18,22
6227,IMPP,Energy,Oil & Gas E&P,NASDAQ,54.69,10,2,6,9
6228,WHLRP,Real Estate,REIT—Retail,NASDAQ,54.68,10,5,4,11
6229,ALLO,Healthcare,Biotechnology,NASDAQ,54.61,10,10,12,52
6230,BPTH,Healthcare,Biotechnology,NASDAQ,54.6,10,14,6,54
6231,MDIA,Communication Services,Broadcasting,NASDAQ,54.59,10,12,11,7
6232,ABSI,Healthcare,Biotechnology,NASDAQ,54.56,10,7,16,16
6233,KORE,Communication Services,Telecom Services,NYSE,54.5,10,6,6,12
6234,AKU,Healthcare,Diagnostics & Research,NASDAQ,54.49,10,26,28,99
6235,CNET,Communication Services,Advertising Agencies,NASDAQ,54.48,10,6,17,97
6236,MPLN,Healthcare,Health Information Services,NYSE,54.48,10,4,2,16
6237,EFTR,Healthcare,Biotechnology,NASDAQ,54.43,10,10,4,3
6238,VTGN,Healthcare,Biotechnology,NASDAQ,54.41,10,17,9,0
6239,IMNN,Healthcare,Biotechnology,NASDAQ,54.21,10,16,15,9
6240,DZSI,Technology,Communication Equipment,NASDAQ,54.18,10,20,42,61
6241,REE,Consumer Cyclical,Recreational Vehicles,NASDAQ,54.18,10,7,2,3
6242,PGY,Technology,Software—Infrastructure,NASDAQ,54.16,10,9,5,0
6243,THRD,Healthcare,Biotechnology,NASDAQ,54.12,10,1,1,82
6244,WLDS,Technology,Consumer Electronics,NASDAQ,54.12,10,5,2,4
6245,ZION,Financial Services,Banks—Regional,NASDAQ,54.1,10,9,33,53
6246,CENN,Consumer Cyclical,Auto Manufacturers,NASDAQ,54.06,10,8,3,9
6247,CANO,Healthcare,Medical Care Facilities,NYSE,54.04,10,6,0,35
6248,DRTS,Healthcare,Biotechnology,NASDAQ,54.02,10,9,15,10
6249,AULT,Industrials,Aerospace & Defense,NYSE MKT,54.01,10,9,5,3
6250,ENLV,Healthcare,Biotechnology,NASDAQ,53.96,10,23,25,34
6251,AADI,Healthcare,Biotechnology,NASDAQ,53.95,10,10,27,36
6252,GAN,Consumer Cyclical,Gambling,NASDAQ,53.92,10,13,12,6
6253,AMRS,Basic Materials,Specialty Chemicals,NASDAQ,53.91,10,8,6,31
6254,FIXX,Healthcare,Biotechnology,NASDAQ,53.89,10,11,25,11
6255,BIAF,Healthcare,Diagnostics & Research,NASDAQ,53.87,10,6,4,4
6256,CMAX,Healthcare,Health Information Services,NASDAQ,53.78,10,19,11,66
6257,UTME,Technology,Consumer Electronics,NASDAQ,53.74,10,8,8,65
6258,ACB,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,53.73,10,7,9,7
6259,CONN,Consumer Cyclical,Specialty Retail,NASDAQ,53.73,10,20,36,16
6260,YELL,Industrials,Trucking,NASDAQ,53.62,10,10,11,34
6261,CGC,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,53.55,10,9,21,13
6262,HOFV,Communication Services,Entertainment,NASDAQ,53.52,10,12,38,14
6263,SRZN,Healthcare,Biotechnology,NASDAQ,53.5,10,34,0,20
6264,BPT,Energy,Oil & Gas Refining & Marketing,NYSE,53.46,10,20,90,99
6265,EZFL,Technology,Software—Application,NASDAQ,53.41,10,13,10,14
6266,TTCF,Consumer Defensive,Packaged Foods,NASDAQ,53.36,10,5,0,10
6267,HLLY,Consumer Cyclical,Auto Parts,NYSE,53.28,10,12,2,4
6268,EVAX,Healthcare,Biotechnology,NASDAQ,53.18,9,8,8,56
6269,BWV,Healthcare,Biotechnology,NASDAQ,53.17,9,6,7,3
6270,OTRKP,Healthcare,Health Information Services,NASDAQ,53.16,9,23,4,2
6271,ASTR,Industrials,Aerospace & Defense,NASDAQ,53.09,9,8,8,1
6272,PACWP,n/a,n/a,NASDAQ,53.06,9,2,54,70
6273,FREE,Consumer Defensive,Packaged Foods,NASDAQ,53.02,9,9,21,9
6274,CYCC,Healthcare,Biotechnology,NASDAQ,53.02,9,10,8,19
6275,IOBT,Healthcare,Biotechnology,NASDAQ,52.99,9,19,15,6
6276,ICAD,Healthcare,Medical Devices,NASDAQ,52.97,9,13,16,6
6277,YCBD,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE MKT,52.95,9,6,18,6
6278,EYE,Consumer Cyclical,Specialty Retail,NASDAQ,52.92,9,8,80,56
6279,GRIN,Industrials,Marine Shipping,NASDAQ,52.91,9,10,16,97
6280,OKYO,Healthcare,Biotechnology,NASDAQ,52.87,9,44,61,33
6281,PASG,Healthcare,Biotechnology,NASDAQ,52.84,9,16,25,6
6282,TNXP,Healthcare,Biotechnology,NASDAQ,52.84,9,62,89,0
6283,ROOT,Financial Services,Insurance—Property & Casualty,NASDAQ,52.71,9,3,2,2
6284,KPRX,Healthcare,Biotechnology,NASDAQ,52.7,9,13,2,4
6285,GNPX,Healthcare,Biotechnology,NASDAQ,52.65,9,11,23,35
6286,UPC,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,52.64,9,10,50,60
6287,NA,Technology,Semiconductors,NASDAQ,52.64,9,7,5,0
6288,PRCH,Technology,Software—Application,NASDAQ,52.6,9,19,15,6
6289,INBK,Financial Services,Banks—Regional,NASDAQ,52.56,9,9,14,42
6290,OCX,Healthcare,Biotechnology,NASDAQ,52.54,9,4,5,17
6291,NCRA,Consumer Defensive,Packaged Foods,NASDAQ,52.52,9,6,10,4
6292,JUPW,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,52.48,9,3,85,58
6293,RAD,Healthcare,Pharmaceutical Retailers,NYSE,52.37,9,9,10,8
6294,ANGH,Communication Services,Entertainment,NASDAQ,52.28,9,8,8,8
6295,RGLS,Healthcare,Biotechnology,NASDAQ,52.27,9,15,17,24
6296,FLNT,Communication Services,Advertising Agencies,NASDAQ,52.25,9,51,33,40
6297,SRTS,Healthcare,Medical Devices,NASDAQ,52.24,9,14,27,99
6298,IMUX,Healthcare,Biotechnology,NASDAQ,52.24,9,23,0,99
6299,INGN,Healthcare,Medical Devices,NASDAQ,52.2,9,8,30,29
6300,PSNY,Consumer Cyclical,Auto Manufacturers,NASDAQ,52.2,9,9,20,9
6301,XXII,Consumer Defensive,Tobacco,NASDAQ,52.17,9,13,11,14
6302,NEPT,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,52.16,9,5,1,9
6303,SANG,Technology,Software—Infrastructure,NASDAQ,52.1,9,8,14,30
6304,HARP,Healthcare,Biotechnology,NASDAQ,52.06,9,4,5,2
6305,SNOA,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,52.03,9,5,5,19
6306,FLGC,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,52.02,9,9,1,12
6307,STEM,Technology,Software—Infrastructure,NYSE,52.01,9,18,22,92
6308,ZYNE,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,51.97,9,6,8,8
6309,CADL,Healthcare,Biotechnology,NASDAQ,51.92,9,9,7,12
6310,ACHL,Healthcare,Biotechnology,NASDAQ,51.91,9,6,4,25
6311,ONCR,Healthcare,Biotechnology,NASDAQ,51.9,9,4,1,7
6312,ADIL,Healthcare,Biotechnology,NASDAQ,51.9,9,80,6,1
6313,TOP,Financial Services,Capital Markets,NASDAQ,51.78,9,12,1,1
6314,ERAS,Healthcare,Biotechnology,NASDAQ,51.77,9,6,7,36
6315,JG,Technology,Software—Infrastructure,NASDAQ,51.76,9,14,22,55
6316,CDXS,Healthcare,Biotechnology,NASDAQ,51.67,9,8,18,7
6317,CMRX,Healthcare,Biotechnology,NASDAQ,51.67,9,13,21,13
6318,AMRX,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,51.64,9,9,20,13
6319,ORGS,Healthcare,Biotechnology,NASDAQ,51.52,9,9,93,10
6320,PLUG,Industrials,Electrical Equipment & Parts,NASDAQ,51.46,9,17,23,45
6321,CLINW,Financial Services,Shell Companies,NASDAQ,51.41,9,88,8,91
6322,KITT,Industrials,Aerospace & Defense,NASDAQ,51.38,9,4,7,9
6323,CGRN,Industrials,Specialty Industrial Machinery,NASDAQ,51.36,9,18,79,17
6324,MNPR,Healthcare,Biotechnology,NASDAQ,51.34,9,88,88,30
6325,ATRA,Healthcare,Biotechnology,NASDAQ,51.33,9,11,17,22
6326,HNST,Consumer Cyclical,Specialty Retail,NASDAQ,51.32,9,31,19,26
6327,NVX,Industrials,Electrical Equipment & Parts,NASDAQ,51.2,9,11,18,7
6328,FRZA,Consumer Cyclical,Recreational Vehicles,NASDAQ,51.19,9,6,7,1
6329,ATUS,Communication Services,Telecom Services,NYSE,51.17,9,9,11,11
6330,ZENV,Technology,Software—Infrastructure,NASDAQ,51.12,9,5,5,10
6331,CUBI,Financial Services,Banks—Regional,NYSE,51.1,9,6,17,29
6332,INAB,Healthcare,Biotechnology,NASDAQ,51.06,9,6,31,18
6333,NVVE,Consumer Cyclical,Specialty Retail,NASDAQ,51.03,9,13,3,0
6334,OPAD,Real Estate,Real Estate Services,NYSE,50.95,9,4,2,1
6335,MODD,Healthcare,Medical Devices,NASDAQ,50.92,9,11,11,50
6336,CYAN,Consumer Defensive,Packaged Foods,NASDAQ,50.88,9,14,6,28
6337,NVTA,Healthcare,Diagnostics & Research,NYSE,50.84,9,6,13,12
6338,DYNT,Healthcare,Medical Devices,NASDAQ,50.75,8,12,15,16
6339,ACRS,Healthcare,Diagnostics & Research,NASDAQ,50.72,8,8,88,92
6340,DTIL,Healthcare,Biotechnology,NASDAQ,50.7,8,11,18,13
6341,VCNX,Healthcare,Biotechnology,NASDAQ,50.68,8,7,20,7
6342,GEVO,Basic Materials,Specialty Chemicals,NASDAQ,50.66,8,20,18,18
6343,HGEN,Healthcare,Biotechnology,NASDAQ,50.66,8,14,7,0
6344,CINT,Technology,Software—Infrastructure,NYSE,50.66,8,8,17,24
6345,EVTL,Industrials,Aerospace & Defense,NYSE,50.55,8,2,2,97
6346,HPP,Real Estate,REIT—Office,NYSE,50.53,8,9,16,15
6347,LPCN,Healthcare,Biotechnology,NASDAQ,50.48,8,14,20,10
6348,CREG,Utilities,Utilities—Renewable,NASDAQ,50.45,8,6,8,26
6349,BTCY,Healthcare,Medical Devices,NASDAQ,50.4,8,13,8,10
6350,FATE,Healthcare,Biotechnology,NASDAQ,50.38,8,1,0,15
6351,MOVE,Healthcare,Medical Devices,NASDAQ,50.38,8,11,16,50
6352,NNBR,Industrials,Conglomerates,NASDAQ,50.36,8,12,22,16
6353,ASPN,Industrials,Building Products & Equipment,NYSE,50.34,8,8,27,13
6354,BLNK,Industrials,Engineering & Construction,NASDAQ,50.31,8,7,15,23
6355,GREE,Financial Services,Capital Markets,NASDAQ,50.23,8,5,5,0
6356,SYBX,Healthcare,Biotechnology,NASDAQ,50.22,8,11,23,33
6357,ALIM,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,50.18,8,4,6,88
6358,BBLG,Healthcare,Medical Devices,NASDAQ,49.98,8,5,2,2
6359,ARMP,Healthcare,Biotechnology,NYSE MKT,49.97,8,16,4,42
6360,ALLG,Consumer Cyclical,Auto Parts,NYSE,49.95,8,25,17,15
6361,AGEN,Healthcare,Biotechnology,NASDAQ,49.9,8,22,73,60
6362,LIFW,Healthcare,Health Information Services,NASDAQ,49.88,8,16,18,4
6363,TGL,Technology,Software—Application,NASDAQ,49.87,8,4,4,0
6364,THTX,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,49.86,8,5,3,37
6365,DISH,Communication Services,Telecom Services,NASDAQ,49.72,8,9,21,13
6366,ARIS,Utilities,Utilities—Regulated Water,NYSE,49.65,8,10,71,51
6367,CWBR,Healthcare,Biotechnology,NASDAQ,49.65,8,9,6,2
6368,CLOV,Healthcare,Healthcare Plans,NASDAQ,49.61,8,8,9,11
6369,NEGG,Consumer Cyclical,Internet Retail,NASDAQ,49.55,8,7,4,5
6370,FOXO,Healthcare,Health Information Services,NYSE MKT,49.53,8,4,0,2
6371,GSRMR,n/a,n/a,NASDAQ,49.5,8,48,13,93
6372,OPI,Real Estate,REIT—Office,NASDAQ,49.48,8,22,35,19
6373,CNTX,Healthcare,Biotechnology,NASDAQ,49.47,8,9,6,11
6374,BRDS,Industrials,Rental & Leasing Services,NYSE,49.42,8,3,4,4
6375,VIRX,Healthcare,Biotechnology,NASDAQ,49.37,8,18,8,74
6376,IVA,Healthcare,Biotechnology,NASDAQ,49.36,8,30,22,52
6377,UTRS,Healthcare,Health Information Services,NASDAQ,49.26,8,12,0,0
6378,SGMA,Technology,Electronic Components,NASDAQ,49.15,8,8,13,18
6379,HKD,Technology,Software—Application,NYSE,49.11,8,4,8,99
6380,SFRWW,Real Estate,Real Estate Services,NASDAQ,49.07,8,5,2,16
6381,BMRA,Healthcare,Medical Devices,NASDAQ,49.06,8,12,19,75
6382,WNW,Consumer Cyclical,Internet Retail,NASDAQ,49.04,8,0,0,99
6383,TGVCW,Financial Services,Shell Companies,NASDAQ,48.99,8,70,16,3
6384,PSTV,Healthcare,Biotechnology,NASDAQ,48.98,8,8,11,30
6385,SEER,Healthcare,Biotechnology,NASDAQ,48.96,8,10,10,12
6386,PIK,Consumer Cyclical,Internet Retail,NASDAQ,48.85,8,9,7,15
6387,USEG,Energy,Oil & Gas E&P,NASDAQ,48.82,8,12,17,31
6388,ERNA,Healthcare,Biotechnology,NASDAQ,48.78,8,4,9,1
6389,LNC,Financial Services,Insurance—Life,NYSE,48.76,8,9,9,41
6390,SISI,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,48.71,8,5,79,9
6391,SAFE,Real Estate,REIT—Diversified,NYSE,48.7,8,15,24,11
6392,IMBI,Consumer Cyclical,Internet Retail,NASDAQ,48.6,8,10,15,1
6393,SWIM,Industrials,Building Products & Equipment,NASDAQ,48.6,8,10,12,5
6394,NGM,Healthcare,Biotechnology,NASDAQ,48.59,8,5,2,1
6395,GTEC,Industrials,Specialty Industrial Machinery,NASDAQ,48.57,8,11,20,8
6396,KINS,Financial Services,Insurance—Property & Casualty,NASDAQ,48.56,8,14,6,16
6397,SPIR,Industrials,Specialty Business Services,NYSE,48.55,8,9,28,20
6398,EXPR,Consumer Cyclical,Apparel Retail,NYSE,48.53,8,8,12,10
6399,EDSA,Healthcare,Biotechnology,NASDAQ,48.5,8,48,97,5
6400,BCEL,Healthcare,Biotechnology,NASDAQ,48.49,8,64,22,19
6401,BJDX,Healthcare,Medical Devices,NASDAQ,48.46,8,26,5,16
6402,AVGR,Healthcare,Medical Instruments & Supplies,NASDAQ,48.39,8,14,17,5
6403,HTOO,Utilities,Utilities—Renewable,NASDAQ,48.38,8,6,22,12
6404,CRGE,Technology,Information Technology Services,NASDAQ,48.33,8,5,7,10
6405,MOTS,Healthcare,Medical Devices,NASDAQ,48.26,8,4,1,2
6406,CLRB,Healthcare,Biotechnology,NASDAQ,48.24,8,9,7,3
6407,TXMD,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,48.23,7,5,13,20
6408,IGMS,Healthcare,Biotechnology,NASDAQ,48.19,7,76,84,62
6409,SURF,Healthcare,Biotechnology,NASDAQ,48.19,7,8,10,6
6410,KSPN,Technology,Software—Application,NASDAQ,48.18,7,4,1,1
6411,ACER,Healthcare,Biotechnology,NASDAQ,48.17,7,35,98,22
6412,SATL,Technology,Scientific & Technical Instruments,NASDAQ,48.13,7,7,14,44
6413,HOLO,Technology,Electronic Components,NASDAQ,48.12,7,6,99,1
6414,VIA,Utilities,Utilities—Regulated Electric,NASDAQ,48.1,7,18,21,22
6415,SGBX,Industrials,Metal Fabrication,NASDAQ,48.06,7,10,25,39
6416,ADV,Communication Services,Advertising Agencies,NASDAQ,48.02,7,13,12,10
6417,EBON,Technology,Computer Hardware,NASDAQ,47.97,7,16,5,6
6418,APGNW,Healthcare,Biotechnology,NASDAQ,47.95,7,11,16,6
6419,BTWNW,n/a,n/a,NASDAQ,47.93,7,29,26,11
6420,MARK,Technology,Software—Infrastructure,NASDAQ,47.91,7,2,3,10
6421,MKFG,Technology,Computer Hardware,NYSE,47.91,7,12,10,17
6422,SENS,Healthcare,Medical Devices,NYSE MKT,47.85,7,19,18,23
6423,LVLU,Consumer Cyclical,Apparel Retail,NASDAQ,47.73,7,4,3,13
6424,SYTA,Technology,Communication Equipment,NASDAQ,47.72,7,17,14,0
6425,ITP,Basic Materials,Paper & Paper Products,NYSE MKT,47.71,7,7,11,9
6426,KNW,Technology,Scientific & Technical Instruments,NYSE MKT,47.62,7,7,17,44
6427,PRPL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,47.61,7,14,91,24
6428,AEVA,Consumer Cyclical,Auto Parts,NYSE,47.56,7,23,9,9
6429,CDNA,Healthcare,Diagnostics & Research,NASDAQ,47.45,7,9,10,13
6430,CMLS,Communication Services,Broadcasting,NASDAQ,47.34,7,5,25,37
6431,QVCD,n/a,n/a,NYSE,47.23,7,15,25,34
6432,RETO,Basic Materials,Building Materials,NASDAQ,47.23,7,22,19,9
6433,EQRX,Healthcare,Biotechnology,NASDAQ,47.19,7,10,7,63
6434,INCR,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,47.16,7,3,15,36
6435,VANI,Healthcare,Medical Devices,NASDAQ,47.07,7,4,2,5
6436,BODY,Communication Services,Internet Content & Information,NYSE,47.04,7,11,7,26
6437,LABP,Healthcare,Biotechnology,NASDAQ,47.01,7,8,5,8
6438,CSTE,Industrials,Building Products & Equipment,NASDAQ,46.98,7,10,12,56
6439,WATT,Technology,Scientific & Technical Instruments,NASDAQ,46.9,7,7,22,54
6440,JXJT,Consumer Cyclical,Apparel Manufacturing,NASDAQ,46.86,7,6,21,6
6441,DOGZ,Consumer Cyclical,Leisure,NASDAQ,46.77,7,11,12,5
6442,PETZ,Consumer Defensive,Packaged Foods,NASDAQ,46.76,7,4,5,21
6443,XWEL,Consumer Cyclical,Personal Services,NASDAQ,46.66,7,8,4,23
6444,IHRT,Communication Services,Broadcasting,NASDAQ,46.62,7,6,18,26
6445,ACET,Healthcare,Biotechnology,NASDAQ,46.62,7,7,7,95
6446,NHWK,Healthcare,Biotechnology,NYSE MKT,46.45,7,10,8,15
6447,KERN,Healthcare,Health Information Services,NASDAQ,46.43,7,4,5,2
6448,PIRS,Healthcare,Biotechnology,NASDAQ,46.37,7,68,31,6
6449,QVCC,n/a,n/a,NYSE,46.34,7,14,27,35
6450,PAVM,Healthcare,Medical Devices,NASDAQ,46.32,7,6,7,25
6451,XBIOW,n/a,n/a,NASDAQ,46.31,7,99,32,93
6452,BRQS,Technology,Software—Application,NASDAQ,46.18,7,5,0,1
6453,SBIG,Technology,Software—Application,NASDAQ,46.08,7,11,5,6
6454,BLUE,Healthcare,Biotechnology,NASDAQ,46.07,7,32,94,92
6455,DRUG,Healthcare,Biotechnology,NASDAQ,46.05,7,5,14,23
6456,NOTV,Healthcare,Diagnostics & Research,NASDAQ,46.0,7,6,3,60
6457,OLPX,Consumer Cyclical,Specialty Retail,NASDAQ,45.96,7,5,6,12
6458,BWAY,Healthcare,Medical Devices,NASDAQ,45.84,7,13,5,14
6459,WGS,Healthcare,Health Information Services,NASDAQ,45.8,7,15,2,5
6460,FUBO,Communication Services,Broadcasting,NYSE,45.78,7,3,5,42
6461,SAI,Financial Services,Capital Markets,NASDAQ,45.71,7,2,2,11
6462,CNTG,Healthcare,Diagnostics & Research,NASDAQ,45.69,7,15,8,3
6463,DGLY,Industrials,Security & Protection Services,NASDAQ,45.66,7,4,4,8
6464,ASMB,Healthcare,Biotechnology,NASDAQ,45.54,7,34,21,34
6465,IFBD,Technology,Software—Application,NASDAQ,45.47,7,6,4,4
6466,YJ,Consumer Cyclical,Internet Retail,NASDAQ,45.36,7,5,17,57
6467,FRGT,Technology,Software—Application,NASDAQ,45.26,7,3,2,0
6468,DAVE,Technology,Software—Application,NASDAQ,45.2,7,3,2,1
6469,LFCR,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,45.17,7,8,19,40
6470,CYCN,Healthcare,Biotechnology,NASDAQ,45.12,7,19,39,3
6471,PEGY,Technology,Solar,NASDAQ,45.08,7,11,6,97
6472,PRTG,Healthcare,Biotechnology,NASDAQ,44.97,7,5,16,30
6473,BACK,Healthcare,Medical Care Facilities,NASDAQ,44.95,7,2,5,2
6474,JZXN,Consumer Cyclical,Auto & Truck Dealerships,NASDAQ,44.89,7,7,3,1
6475,ML,Technology,Software—Application,NYSE,44.85,7,12,9,10
6476,PFSW,Industrials,Specialty Business Services,NASDAQ,44.82,7,7,14,42
6477,SYRS,Healthcare,Biotechnology,NASDAQ,44.76,6,10,7,8
6478,GDC,Communication Services,Electronic Gaming & Multimedia,NASDAQ,44.66,6,9,2,2
6479,SILO,Healthcare,Biotechnology,NASDAQ,44.61,6,3,4,21
6480,BTTR,Consumer Defensive,Packaged Foods,NYSE MKT,44.6,6,6,4,9
6481,RXT,Technology,Software—Infrastructure,NASDAQ,44.59,6,4,5,10
6482,UIS,Technology,Information Technology Services,NYSE,44.54,6,7,4,13
6483,MINM,Technology,Communication Equipment,NASDAQ,44.51,6,7,7,5
6484,SPCB,Industrials,Security & Protection Services,NASDAQ,44.51,6,7,11,17
6485,WAL,Financial Services,Banks—Regional,NYSE,44.48,6,3,26,30
6486,BMTX,Technology,Software—Application,NYSE MKT,44.42,6,6,15,86
6487,LL,Consumer Cyclical,Home Improvement Retail,NYSE,44.34,6,5,12,16
6488,AGRI,Consumer Defensive,Farm Products,NASDAQ,44.21,6,9,14,24
6489,MDXH,Healthcare,Diagnostics & Research,NASDAQ,44.18,6,2,38,38
6490,AHG,Financial Services,Credit Services,NASDAQ,44.15,6,7,3,11
6491,SXTC,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,44.05,6,11,74,98
6492,VERO,Healthcare,Medical Devices,NASDAQ,44.04,6,5,11,3
6493,IPSC,Healthcare,Biotechnology,NASDAQ,44.03,6,3,4,39
6494,SFE,Financial Services,Asset Management,NASDAQ,44.01,6,4,15,26
6495,PTN,Healthcare,Biotechnology,NYSE MKT,44.0,6,7,8,17
6496,NKTX,Healthcare,Biotechnology,NASDAQ,43.99,6,4,5,90
6497,WKHS,Consumer Cyclical,Auto Manufacturers,NASDAQ,43.96,6,13,13,20
6498,OCGN,Healthcare,Biotechnology,NASDAQ,43.96,6,7,9,11
6499,SLN,Healthcare,Biotechnology,NASDAQ,43.95,6,22,71,47
6500,BBLN,Healthcare,Health Information Services,NYSE,43.9,6,5,4,1
6501,NTRBW,Healthcare,Biotechnology,NASDAQ,43.9,6,10,25,72
6502,SNDA,Healthcare,Medical Care Facilities,NYSE,43.88,6,9,16,22
6503,PW,Real Estate,REIT—Specialty,NYSE MKT,43.85,6,5,1,5
6504,ADN,Utilities,Utilities—Renewable,NASDAQ,43.75,6,15,16,17
6505,GNLN,Consumer Defensive,Tobacco,NASDAQ,43.57,6,2,0,1
6506,DCFC,Industrials,Electrical Equipment & Parts,NASDAQ,43.5,6,5,2,5
6507,DMS,Communication Services,Advertising Agencies,NYSE,43.49,6,3,13,54
6508,VYNE,Healthcare,Biotechnology,NASDAQ,43.48,6,5,18,7
6509,TPHS,Real Estate,Real Estate—Diversified,NYSE MKT,43.4,6,15,11,17
6510,BAER,Industrials,Security & Protection Services,NASDAQ,43.38,6,5,63,82
6511,NBSE,Healthcare,Biotechnology,NASDAQ,43.29,6,9,3,1
6512,GNUS,Communication Services,Entertainment,NASDAQ,43.27,6,3,25,33
6513,KTTA,Healthcare,Biotechnology,NASDAQ,43.22,6,4,7,45
6514,OCEA,Healthcare,Biotechnology,NASDAQ,43.14,6,29,64,81
6515,KWE,Industrials,Aerospace & Defense,NASDAQ,42.99,6,5,1,1
6516,SABS,Healthcare,Biotechnology,NASDAQ,42.83,6,8,10,5
6517,XMTR,Industrials,Specialty Industrial Machinery,NASDAQ,42.8,6,3,11,95
6518,TC,Communication Services,Internet Content & Information,NASDAQ,42.75,6,4,1,99
